word WORD_AVERAGE_FIX_PUPIL_SIZE WORD_FIRST_RUN_FIXATION_% WORD_THIRD_RUN_FIXATION_% WORD_THIRD_FIXATION_Y WORD_LAST_FIXATION_Y WORD_SELECTIVE_GO_PAST_TIME WORD_SPILLOVER
de  0.8263660521167087 0.8077725631368051 0.4212101374731134 0.33732807154920136 0.8242034482063731 0.8090415190170946 0.8990885622881759
enorme  0.01019232190692504 0.010618956235040476 0.03778172636304125 0.00539834160456759 0.00749584382567325 0.010359954114728509 0.01652426277279782
belangstelling  0.005974814036989572 0.0068282745483233915 0.062377256148882475 0.06143703404083933 0.006368356025890806 0.009212183612622027 0.004592822527002628
die  0.32473317978898025 0.3259643019744877 0.3788459740016835 0.35830952220441786 0.34139456548646563 0.3323399189087686 0.29957278831839346
het  1.0 1.0 0.822594220518096 0.766488450522116 1.0 1.0 1.0
publiek  0.0015485663535651716 0.0010852151300188714 0.014214906948470968 0.002053547814994011 0.0004414357211647189 0.0010142791081497455 0.002033115834151595
toonde  0.0030082624762409423 0.0041581405772537034 0.0 0.0030284644544356118 0.0012416514080077533 0.0032344517655354603 0.002413211491558709
voor  0.2126100311486547 0.21660793044931997 0.3338632750397459 0.2829626402955173 0.22045863053840706 0.2189859252805874 0.1445135567451142
wat  0.2318763339783619 0.23341008916935202 0.30524642289348186 0.31382290051528827 0.22767192757829324 0.23355884223999837 0.18570246428684553
indertijd  0.0029031755488591517 0.005339258439692847 0.015617693818385864 0.026545735517561463 0.0019124382344860972 0.003988135233807941 0.007625669126730227
bekend  0.009074605667169671 0.009014856847505602 0.015617693818385864 0.008814006993816886 0.009989525151527422 0.010633324050678187 0.008969861581831428
stond  0.04853101962206809 0.051926786844568126 0.10988497147666702 0.1112130970716201 0.043958667095893335 0.05504188691682145 0.04650232808590162
als  0.15505535738691686 0.14991414181692295 0.151968577574114 0.15113282202067033 0.1603378311995414 0.16231723175894394 0.13084990972728136
zaak  0.03859902405343609 0.03983597604248811 0.07939773683718324 0.049243661745411935 0.04168205020899673 0.03798117579730769 0.02870712045864876
styles' 0.003337996959049175 0.003383852200765821 0.015617693818385864 0.009102679119325304 0.0028599542963935838 0.004677308506914727 0.00624584270374711
wordt  0.017022860088186143 0.017372527602320706 0.031048349387449742 0.02697960799362502 0.019771992050713057 0.01840584449593905 0.011553324253270405
nu  0.09104656555737425 0.08899571668111973 0.09894323389133082 0.04773115809379597 0.09280593810861767 0.09734524579023072 0.07926578188844192
minder 0.002900834466225371 0.0026388393952272832 0.02683998877770505 0.01621058199411939 0.0023072404719811216 0.004204659552235374 0.00924503500047512
niettemin  0.0029142480153072116 0.003974411131985393 0.04610492845786965 0.04199401567126641 0.0025362657944746985 0.00596304140660329 0.0032169554337841692
is  0.27503711714745444 0.27193270252890556 0.2542784999532406 0.2246145708551782 0.28060512017965356 0.2784189764723015 0.17825496499952487
mij 0.023973424379907553 0.02517396250909824 0.03263817450668663 0.0201327200347098 0.022149322369407313 0.026037208969599733 0.02114875993791771
zowel  0.004293842201407779 0.004437772754942287 0.022444589918638368 0.020388549223783126 0.0037691210663411624 0.005930466951618631 0.0059033606791042414
door  0.11911638625464824 0.12225175577713031 0.16309735340877216 0.1590341410967121 0.12016583090186904 0.12279803071451748 0.08442874790155523
mijn  0.19258550667785213 0.20358030137686114 0.24249509024595547 0.2536909410538434 0.20790486881028372 0.20882205661057046 0.24598523961863733
vriend  0.018994337380439562 0.020059823114981397 0.02945852426821286 0.039738224510856325 0.019866934472555553 0.02018211036480835 0.022896804029013968
poirot  0.2787733927547179 0.31465080805623435 0.30290844477695705 0.42234287679923127 0.27016359463551176 0.31677124557051284 0.3339912419625606
betrokken  0.005579523088685507 0.005529044899640334 0.01991957355279155 0.01635405376907267 0.0033993110251840865 0.006986901236807346 0.011121757308922745
familieleden 0.003080949503498992 0.0030789824619140062 0.023099223791265323 0.02042139216021822 0.0021010199468908877 0.003756920474897231 0.006645735009977511
verzocht  0.005475763572245264 0.005848047672743555 0.016739923314317784 0.026780821799412633 0.0055958318787518325 0.0068687389981375085 0.000938361154223813
een  0.735107635327408 0.735535596570519 0.4920976339661461 0.4229582497134888 0.7659552950575453 0.7160420887506995 0.854005653922904
verslag  0.0030441593044681636 0.002411701344758218 0.0 0.00761956125294074 0.0018501671754541102 0.003332813845293055 0.005299562889993981
van  0.5250816276218365 0.5114058633921101 0.288600018703825 0.3037055475176789 0.5423003161908436 0.5035538091673458 0.37733996389091257
hele  0.033110791567495815 0.034584544315643284 0.0 0.00554354195512272 0.03635699039410742 0.035639647327234035 0.03795611478888854
gebeuren  0.0024879727529040934 0.002251190455760078 0.019171420555503606 0.010580611258904325 0.0019347776278608008 0.0023428058996808982 0.0
te  0.28004343589352976 0.2866502386968545 0.09660525577480597 0.08786695499307708 0.3208901205754799 0.2867561208039631 0.24722648949985745
schrijven 0.007709555585092918 0.007978097834920136 0.034508556999906494 0.013674761586210116 0.008340598678057101 0.007518311953419808 0.010234867441639478
gezien  0.02025257531102717 0.02148019305724796 0.03871691760965119 0.040548926468122484 0.022066852775532355 0.02322941869288293 0.014863323936524024
feit  0.01502486396879616 0.015051681477750115 0.02394089591321426 0.017723085645735347 0.013048579291373057 0.01334786196606636 0.008037439422254601
dat  0.7259483043417843 0.7276998385805605 0.6357430094454316 0.5877433618375453 0.7443885189107841 0.7217624185319268 0.535459757372272
er  0.24633712895327783 0.23998901661338262 0.124006359300477 0.09190490759899124 0.241449329578516 0.24426306363387845 0.21668224003040765
in  0.34810084681593184 0.33678919670861984 0.08893668755260453 0.09823149430175056 0.356606854647388 0.32716249671061876 0.19206114788888537
wereld  0.01078839230423541 0.012205894080984348 0.007107453474235484 0.009017978914834811 0.011561054935034964 0.010891364831340969 0.010319993031579613
grote  0.030924033100934414 0.031935609895950706 0.04208360609744694 0.022156882064472416 0.03338650264091194 0.03280439231396154 0.04413860821640113
ruchtbaarheid  0.001419357047430465 0.0031991132530509794 0.007107453474235484 0.03779357695877867 0.0017144088202999206 0.004381583552838321 0.0010828766906338097
aan  0.17812792565054025 0.17208988205982945 0.08117460020574209 0.10502652499261035 0.18347604404900225 0.17951207298721805 0.09977906939913211
gegeven  0.002941761375358283 0.0030779729594674786 0.007107453474235484 0.01298505992107324 0.0027787878337988273 0.004598107871265755 0.002157834721738304
is 0.06768062443805772 0.06694919275136886 0.05583091742261294 0.04896536107351459 0.07181109697265389 0.06757347136386051 0.05348460612587501
op  0.2718416145403999 0.26590294441578743 0.11390629383708974 0.10501269638779556 0.2771097497629587 0.26285541285247477 0.14891633144341326
deze  0.09073598352285757 0.09416537870979559 0.14083980173945573 0.1296587273189274 0.08879187490200349 0.0986156495346324 0.1229391688574958
manier  0.035757411117275935 0.03690438093776733 0.020761245674740494 0.016850154966802706 0.04172086490498525 0.03633776260759151 0.026414668524912102
hopen  0.0024645619265662912 0.0027478656594524353 0.0 0.0 0.003724814602814667 0.0023549414809496926 0.0004078109657597162
we  0.12393053526758727 0.12201957021442852 0.0074815299728794565 0.02168498092516824 0.12246674187906048 0.12319722746678045 0.11942130436159767
voorgoed  0.0014070077510963022 0.001413303425140856 0.007855606471523429 0.012782816575657163 0.001687973871473188 0.002209953220527783 0.0003860346520541003
einde  0.0019374253054943837 0.001856474999167167 0.0 0.0 0.002143371713497097 0.0022355018126726128 0.0004117702955243736
maken  0.014812359967843221 0.014133034251408556 0.0192649396801646 0.00837322021534595 0.016380732515224445 0.01296143950987581 0.012463970099141616
sensationele  0.0013959687775092805 0.0016343844609307471 0.0 0.015329008437177515 0.0020185968934188035 0.0020668811045167356 0.004048414684362231
geruchten  0.0013837678067025719 0.0012144314431746068 0.0 0.0 0.0020226924488708324 0.0013061717734044267 0.0005523265021697127
nog  0.13102291790233256 0.13249113909227592 0.25119236883942775 0.16759923320386305 0.12710877474151822 0.13634197812529542 0.13572384466757467
steeds  0.043388726011928475 0.04871959757194487 0.038810436734312184 0.06080610394616525 0.045830242856664885 0.04757020114406596 0.04689826106236736
ronde  0.002886993712283352 0.0028043977964580698 0.016365846815673813 0.014888221658706577 0.00351175263850343 0.0028556938869883576 0.002724018878084318
doen 0.03687356139489583 0.03898193697272438 0.021883475170672406 0.035549885827581514 0.03950107384998555 0.041648037484894394 0.03552112698362421
ik  0.7523383220359736 0.7567220244158294 0.4343028149256525 0.31539590431296893 0.7187530411244514 0.7348605430097774 0.6061951632827595
zal  0.08381741106517746 0.08326174278483402 0.15514822781258777 0.1403188530555167 0.08436448637755445 0.08945392439149642 0.061581435494599476
daarom  0.014518657651761913 0.014967892774688192 0.03563078649583841 0.01942918976475815 0.015540585162724125 0.015559731331005005 0.015124639700991415
kort  0.008793716762782624 0.008619131888466164 0.008323202094828395 0.03818596362039789 0.012229654362578703 0.01031843765249316 0.011666165151563143
omstandigheden  0.00797165362738208 0.009864857907483171 0.016365846815673813 0.019973691079339894 0.006524126754276504 0.008993104434980111 0.0099260397199962
uiteenzetten  0.0011639910702099451 0.0009347992654860232 0.008697278593472368 0.0017838900211059085 0.00035999001615277814 0.0013572689576940864 0.000776028633872858
ertoe  0.005931346455112205 0.006285162232090692 0.008603759468811376 0.027783395648483786 0.005864044220456869 0.00655385259995248 0.008773874758480883
geleid  0.0013046152902086315 0.0011094431887355718 0.0 0.0 0.0004075077674768876 0.0012537971595075253 0.0013976434069240757
hebben  0.08505331404214715 0.08829007447099577 0.1386888618722529 0.09819519421411174 0.09483496005227804 0.08628142796191217 0.08006952583066738
bij  0.10591078956229874 0.10054240566452033 0.1248480314224259 0.06372221098648083 0.099550107887635 0.105826100952707 0.0756113205156631
raakte 0.0013723528928385926 0.0013032676584691747 0.0 0.0 0.000681816901957104 0.001695787803613082 0.0
was  0.37001902894165767 0.3691911967348673 0.2929954175628917 0.2859945619011567 0.366993183273734 0.3707202914583392 0.32960628424820243
gewond  0.0015786757521105783 0.0013123531804879376 0.0 0.0 0.0007767593237995948 0.0013694045389628805 0.0014075417313357194
front  0.000978538364531306 0.0007339082786267159 0.009819508089404287 0.002668920729251475 0.00046140155399336036 0.000927413894857324 0.0023280859016185738
naar  0.177194575990827 0.1815408439642361 0.27223417188815124 0.2778132135776156 0.1866491221758647 0.18810087095150624 0.16046371670203666
huis  0.04011574006320965 0.03807237526840159 0.07724679696998038 0.04777091533263845 0.04090347580948543 0.04148708135438197 0.038100630325298535
gestuurd 0.003926684572847878 0.004418592208458232 0.012438043579912097 0.0029489499767506584 0.003217012267165932 0.004632598470661275 0.0004315669443476608
en  0.40437566881526815 0.3932072599377958 0.13045917890208555 0.12074964866700895 0.4229525724905179 0.3788032272981598 0.3627914066706788
nadat  0.008929806459513428 0.008751376708961483 0.025530721032451145 0.009047364700066207 0.0056826297300931325 0.009259448508089962 0.004190950555889899
enige  0.024526559663478283 0.024339103985818594 0.0398391471055831 0.05073023676300019 0.021566496904341866 0.028263768775021653 0.02807362769630357
maanden  0.002952771640778701 0.002204753343219735 0.0 0.0 0.0019148583354350228 0.002008119342583627 0.0024033131671470655
had  0.20512678819265126 0.20452115765702628 0.14532871972318348 0.12539087415796762 0.2061012420376936 0.20695189966556893 0.18024056887650058
doorgebracht  0.0015309422733814089 0.0015374722260639454 0.023566819414570287 0.008049976577800596 0.0010750833061576178 0.002340889755270036 0.0007067403629913528
