word IA_DWELL_TIME IA_FIRST_FIXATION_DURATION IA_FIRST_RUN_DWELL_TIME IA_FIRST_RUN_FIXATION_COUNT IA_FIXATION_COUNT IA_REGRESSION_IN IA_REGRESSION_OUT_FULL IA_REGRESSION_PATH_DURATION
просим 1.5409432870370372 1.2573061342592593 1.3675491898148149 0.006293402777777778 0.00708912037037037 0.00043402777777777775 0.00028935185185185184 1.437644675925926
вас 0.5621383101851852 0.48336226851851855 0.48336226851851855 0.0025318287037037037 0.002893518518518519 0.00036168981481481485 0.00014467592592592592 0.5282118055555556
разборчиво 2.2779224537037037 1.3511284722222223 1.7494936342592593 0.008318865740740741 0.01077835648148148 0.0009403935185185185 0.0007957175925925925 2.1642071759259256
заполнять 2.5227141203703702 1.5202546296296295 1.7704716435185184 0.007378472222222222 0.010271990740740741 0.0011574074074074073 0.0009403935185185185 1.9694010416666667
купон 1.8121383101851853 1.5029658564814816 1.5733506944444444 0.006510416666666667 0.007450810185185185 0.0005063657407407408 0.0009403935185185185 1.9189814814814814
желательно 2.0353009259259256 1.4866898148148149 1.6785300925925926 0.007450810185185185 0.009114583333333334 0.0007957175925925925 0.0009403935185185185 1.9176070601851853
печатными 2.5397858796296298 1.712745949074074 2.1259403935185186 0.008391203703703703 0.009910300925925925 0.00036168981481481485 0.002387152777777778 4.08470775462963
министром 2.4483506944444446 1.5016637731481481 1.8915653935185186 0.008174189814814815 0.010561342592592593 0.0010850694444444445 0.00043402777777777775 1.902633101851852
труда 1.6923466435185184 1.2525318287037037 1.3179976851851851 0.005859375 0.007595486111111111 0.00043402777777777775 0.0007233796296296297 1.5991030092592593
тянется 1.8577835648148147 1.4339554398148149 1.5823929398148149 0.006944444444444444 0.008246527777777778 0.00028935185185185184 0.0005787037037037037 1.8616898148148147
целый 3.252361051450935 2.7419153004486443 2.9520772181653303 0.013023070589919817 0.01445864356624666 0.0005749749427262314 0.0012908970504009163 3.5868674529877813
шлейф 1.5529513888888888 1.2340856481481481 1.3113425925925926 0.005859375 0.006944444444444444 0.0009403935185185185 0.00043402777777777775 1.4076244212962963
финансовых 2.2838541666666665 1.5192418981481481 1.8084490740740742 0.008101851851851853 0.010199652777777778 0.0007233796296296297 0.0015190972222222222 2.5606915509259256
не 12.130338839967543 10.717186903398243 10.920796642325316 0.050057124618174874 0.05524681414662084 0.009080278732340588 0.011553938764795723 18.328161541857575
промывать 3.009982638888889 1.3403501157407407 2.3877314814814814 0.010633680555555556 0.013382523148148147 0.0011574074074074073 0.00043402777777777775 1.894458912037037
манную 2.505859375 1.5912905092592593 1.9772858796296298 0.008029513888888888 0.010271990740740741 0.0013744212962962963 0.0009403935185185185 2.4191261574074074
крупу 1.6213831018518519 1.3500434027777777 1.4308449074074074 0.006076388888888889 0.007016782407407408 0.00036168981481481485 0.0012297453703703704 1.9290364583333333
перед 1.2934027777777777 1.1809895833333333 1.2192563657407407 0.005570023148148149 0.005931712962962962 0.0 0.0005063657407407408 1.3627748842592593
тем 0.564380787037037 0.5471643518518519 0.5471643518518519 0.0028211805555555555 0.002893518518518519 0.0 7.233796296296296e-05 0.5619212962962963
как 1.829571759259259 1.6733940972222223 1.7142650462962965 0.007957175925925927 0.00853587962962963 0.0014467592592592592 0.0005787037037037037 2.145905671296296
варить 1.6807725694444444 1.3369502314814816 1.4915364583333333 0.006799768518518518 0.007595486111111111 0.0005787037037037037 0.0005063657407407408 1.5881799768518519
ее 2.646397867745323 2.428304129677358 2.4569499630106915 0.011250417621229476 0.012116235920198549 0.0017271620847651775 0.0032484965635738833 4.242008519473081
нас 2.4348234953703702 1.806712962962963 1.9483506944444444 0.00925925925925926 0.011140046296296295 0.001736111111111111 0.0010127314814814814 1.8168402777777777
сказал 1.7476128472222223 1.109375 1.3253038194444444 0.006438078703703704 0.007957175925925925 0.0009403935185185185 0.0 0.9628182870370371
что 4.227575231481482 3.8345630787037033 3.8987268518518516 0.019097222222222224 0.02076099537037037 0.002170138888888889 0.0013020833333333333 4.600188078703704
русский 1.4555121527777777 1.1741898148148149 1.2578125 0.005787037037037038 0.006727430555555556 0.00036168981481481485 0.00036168981481481485 1.4325086805555556
солдат 1.523292824074074 1.314308449074074 1.3546006944444444 0.006148726851851851 0.006944444444444444 0.00036168981481481485 0.00021701388888888888 1.447410300925926
омоет 2.8328269675925926 1.6439525462962963 1.9817708333333333 0.007740162037037037 0.011140046296296297 0.002965856481481481 0.0009403935185185185 2.1822193287037037
сапоги 2.4912471064814814 1.5779079861111112 1.7406684027777777 0.007016782407407408 0.010344328703703703 0.0011574074074074073 0.002893518518518519 3.2296730324074074
в 8.39268457195682 7.694060932208826 7.782240909060679 0.036931904315641056 0.039601697175511236 0.006282448778316089 0.008733620103171025 13.23072663355429
индийском 2.2671440972222223 1.511863425925926 1.813946759259259 0.007740162037037037 0.009620949074074075 0.0005063657407407408 0.00267650462962963 4.145616319444445
знал 3.714916087962963 2.7063802083333335 3.114728009259259 0.01316550925925926 0.015407986111111112 0.0018084490740740743 0.001953125 3.789279513888889
их 0.9524016203703705 0.6340422453703703 0.7171585648148148 0.0032552083333333335 0.004267939814814815 0.0007957175925925925 0.0005787037037037037 0.9365596064814815
особенно 2.0662615740740744 1.3761574074074074 1.6051793981481481 0.007595486111111111 0.009910300925925925 0.0010850694444444445 0.0010127314814814816 2.073857060185185
злило 2.421585648148148 1.7450086805555556 2.0383391203703702 0.007233796296296297 0.008680555555555556 0.00036168981481481485 0.0010127314814814816 2.5166377314814814
то 2.983796296296296 2.532407407407407 2.5827546296296293 0.011574074074074075 0.013020833333333336 0.0010850694444444445 0.0015190972222222225 3.1522714120370368
я 2.1511583768852613 1.949596473487018 1.9713340313573882 0.009162311473844978 0.00999196079133257 0.0016592986349751812 0.0016954676164566628 2.8241769878770526
никуда 1.7899305555555556 1.2102141203703705 1.3983651620370372 0.006582754629629629 0.008318865740740741 0.0010127314814814816 0.001591435185185185 2.3308015046296298
волгограде 3.2422598379629632 1.4879918981481481 2.2930410879629632 0.009910300925925925 0.013671875 0.0012297453703703704 0.0015190972222222222 2.777054398148148
себе 4.996408457426499 4.0299919160462006 4.159144264270714 0.020165139366170294 0.02389986636120657 0.0031612435567010305 0.002510947642229859 5.534795305937381
диетические 2.6006944444444446 1.529441550925926 1.8779658564814814 0.008608217592592593 0.011646412037037037 0.0010850694444444445 0.0013020833333333333 2.3349247685185186
овощные 2.3873697916666665 1.5874565972222223 1.8900462962962965 0.007740162037037037 0.009693287037037037 0.0007233796296296297 0.0010127314814814816 2.3982928240740744
