word IA_DWELL_TIME IA_FIRST_FIXATION_DURATION IA_FIRST_RUN_DWELL_TIME IA_FIRST_RUN_FIXATION_COUNT IA_FIXATION_COUNT IA_REGRESSION_IN IA_REGRESSION_OUT_FULL IA_REGRESSION_PATH_DURATION
просим 0.12703217176092998 0.11731680576183554 0.12522430685273056 0.12572441636994772 0.12831727005210444 0.047798948751642575 0.02504356806299619 0.0784391098170242
вас 0.046341517545497465 0.045101599223323456 0.04426071506955544 0.05057878819480655 0.05237439593963447 0.03983245729303548 0.012521784031498095 0.02881968299707712
разборчиво 0.18778720724587764 0.12607118681431242 0.16019835288195125 0.16618744692579296 0.19509462487513837 0.10356438896189224 0.06886981217323952 0.11808097451472928
заполнять 0.20796732503946447 0.14185202174159917 0.16211927586461677 0.14740103988200767 0.18592910558570236 0.12746386333771353 0.08139159620473763 0.10745218701662895
купон 0.14938892755530267 0.14023883972807416 0.14406922369991482 0.1300597410723597 0.13486406954455876 0.05576544021024968 0.08139159620473763 0.10470125315618486
желательно 0.16778599120578 0.13872015373207777 0.15370033410265854 0.148846148116145 0.16497934720984858 0.08763140604467805 0.08139159620473763 0.10462626356744967
печатными 0.20937468550024654 0.15981301478758297 0.1946689846122665 0.16763255515993028 0.17938230609324804 0.03983245729303548 0.2066094365197186 0.22286511090056887
министром 0.20183695828656636 0.14011734484839444 0.1732076381852447 0.1632972304575183 0.1911665451796658 0.11949737187910645 0.03756535209449429 0.10380927173228191
труда 0.1395135507626963 0.11687132453634326 0.12068695429022748 0.11705376696512373 0.13748278934154048 0.047798948751642575 0.06260892015749049 0.08724841308318089
тянется 0.15315182777035977 0.1337996111050495 0.1448972077441672 0.13873039047718366 0.14926702842795825 0.031865965834428384 0.05008713612599238 0.10157537135206474
целый 0.2681179062150285 0.2558428181913323 0.27031702126235707 0.26016417621381643 0.26170999703031783 0.06332128777923784 0.11172787710578971 0.19570252285239564
шлейф 0.1280220947969038 0.11515014707421403 0.12007755803365773 0.11705376696512373 0.12569855025512272 0.10356438896189224 0.03756535209449429 0.07680117932622893
финансовых 0.18827620537208156 0.14175752572407052 0.1655968088504768 0.161852122223381 0.1846197456872115 0.07966491458607096 0.13147873233073 0.13971349745460598
не 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
